origin ,а,б,в,г,ґ,д,е,є,ж,з,и,і,ї,й,к,л,м,н,о,п,р,с,т,у,ф,х,ц,ч,ш,щ,ю,я,ь
default,a,b,v,g,ğ,d,e,je,ž,z,y,i,ї,j,k,l,m,n,o,p,r,s,t,u,f,h,c,č,š,šč,ju,ja,
